E_B#14 / keV	N_B#14
0.1	0
0.2	1
0.4	3
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	0
2.1	1
2.3	1
2.4	3
2.6	0
2.7	0
2.9	1
3.0	1
3.2	2
3.3	1
3.5	1
3.6	2
3.8	2
3.9	3
4.1	0
4.2	2
4.4	0
4.5	2
4.7	1
4.8	3
4.9	1
5.1	1
5.2	2
5.4	0
5.5	0
5.7	0
5.8	2
6.0	3
6.1	1
6.3	5
6.4	5
6.6	2
6.7	0
6.9	1
7.0	1
7.2	3
7.3	5
7.5	3
7.6	4
7.8	5
7.9	4
8.1	0
8.2	1
8.4	6
8.5	4
8.6	4
8.8	3
8.9	0
9.1	0
9.2	2
9.4	2
9.5	3
9.7	6
9.8	8
10.0	7
10.1	4
10.3	0
10.4	1
10.6	0
10.7	4
10.9	2
11.0	1
11.2	2
11.3	0
11.5	3
11.6	3
11.8	8
11.9	5
12.1	1
12.2	0
12.3	2
12.5	2
12.6	2
12.8	1
12.9	3
13.1	2
13.2	0
13.4	0
13.5	0
13.7	2
13.8	3
14.0	2
14.1	1
14.3	2
14.4	7
14.6	5
14.7	3
14.9	3
15.0	7
15.2	4
15.3	7
15.5	6
15.6	15
15.7	21
15.9	21
16.0	22
16.2	17
16.3	28
16.5	25
16.6	31
16.8	34
16.9	19
17.1	17
17.2	23
17.4	28
17.5	42
17.7	33
17.8	17
18.0	9
18.1	3
18.3	2
18.4	5
18.6	5
18.7	1
18.9	2
19.0	1
19.2	2
19.3	2
19.4	5
19.6	5
19.7	9
19.9	3
20.0	4
20.2	1
20.3	1
20.5	0
20.6	0
20.8	0
20.9	0
21.1	0
21.2	0
21.4	1
21.5	0
21.7	0
21.8	0
22.0	0
22.1	1
22.3	0
22.4	0
22.6	0
22.7	0
22.8	0
23.0	0
23.1	0
23.3	0
23.4	0
23.6	0
23.7	0
23.9	0
24.0	0
24.2	0
24.3	0
24.5	0
24.6	2
24.8	1
24.9	1
25.1	1
25.2	1
25.4	0
25.5	0
25.7	1
25.8	0
26.0	0
26.1	0
26.3	1
26.4	1
26.5	1
26.7	1
26.8	1
27.0	2
27.1	0
27.3	1
27.4	1
27.6	0
27.7	0
27.9	2
28.0	1
28.2	1
28.3	0
28.5	1
28.6	1
28.8	1
28.9	1
29.1	0
29.2	0
29.4	0
29.5	0
29.7	0
29.8	1
29.9	0
30.1	0
30.2	0
30.4	0
30.5	0
30.7	1
30.8	1
31.0	0
31.1	0
31.3	1
31.4	0
31.6	0
31.7	0
31.9	1
32.0	1
32.2	0
32.3	1
32.5	0
32.6	0
32.8	0
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	1
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	1
37.3	0
37.5	0
37.6	0
37.8	2
