E_B#17 / keV	N_B#17
0.1	0
0.2	0
0.4	2
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	0
2.1	1
2.3	2
2.4	0
2.6	0
2.7	0
2.9	2
3.0	3
3.2	2
3.3	1
3.5	2
3.6	2
3.8	2
3.9	0
4.1	1
4.2	0
4.4	0
4.5	2
4.7	2
4.8	1
4.9	0
5.1	3
5.2	2
5.4	1
5.5	1
5.7	1
5.8	2
6.0	1
6.1	0
6.3	1
6.4	5
6.6	2
6.7	4
6.9	3
7.0	2
7.2	2
7.3	3
7.5	1
7.6	1
7.8	1
7.9	1
8.1	1
8.2	0
8.4	0
8.5	2
8.6	4
8.8	2
8.9	1
9.1	1
9.2	1
9.4	2
9.5	3
9.7	5
9.8	3
10.0	3
10.1	3
10.3	4
10.4	0
10.6	0
10.7	0
10.9	4
11.0	2
11.2	0
11.3	1
11.5	4
11.6	1
11.8	4
11.9	2
12.1	2
12.2	2
12.3	1
12.5	0
12.6	2
12.8	0
12.9	4
13.1	2
13.2	1
13.4	1
13.5	0
13.7	2
13.8	2
14.0	2
14.1	4
14.3	1
14.4	1
14.6	2
14.7	0
14.9	0
15.0	0
15.2	5
15.3	4
15.5	7
15.6	11
15.7	26
15.9	19
16.0	28
16.2	15
16.3	12
16.5	13
16.6	21
16.8	25
16.9	20
17.1	18
17.2	14
17.4	30
17.5	29
17.7	27
17.8	10
18.0	4
18.1	5
18.3	1
18.4	4
18.6	0
18.7	3
18.9	5
19.0	1
19.2	3
19.3	0
19.4	1
19.6	3
19.7	5
19.9	2
20.0	1
20.2	0
20.3	0
20.5	0
20.6	0
20.8	0
20.9	0
21.1	1
21.2	0
21.4	0
21.5	0
21.7	0
21.8	0
22.0	1
22.1	0
22.3	0
22.4	0
22.6	0
22.7	0
22.8	1
23.0	0
23.1	0
23.3	0
23.4	0
23.6	1
23.7	1
23.9	0
24.0	0
24.2	1
24.3	0
24.5	0
24.6	0
24.8	2
24.9	0
25.1	0
25.2	0
25.4	0
25.5	0
25.7	1
25.8	0
26.0	0
26.1	0
26.3	1
26.4	0
26.5	0
26.7	0
26.8	0
27.0	0
27.1	0
27.3	0
27.4	0
27.6	1
27.7	1
27.9	0
28.0	2
28.2	0
28.3	0
28.5	0
28.6	1
28.8	2
28.9	2
29.1	1
29.2	0
29.4	0
29.5	0
29.7	0
29.8	2
29.9	0
30.1	0
30.2	0
30.4	0
30.5	0
30.7	0
30.8	1
31.0	0
31.1	0
31.3	0
31.4	0
31.6	0
31.7	0
31.9	0
32.0	0
32.2	0
32.3	0
32.5	0
32.6	0
32.8	0
32.9	1
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	2
