E_B#9 / keV	N_B#9
0.1	24
0.2	1
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	1
1.7	1
1.8	4
2.0	11
2.1	42
2.3	81
2.4	143
2.6	130
2.7	166
2.9	153
3.0	148
3.2	168
3.3	158
3.5	179
3.6	167
3.8	169
3.9	181
4.1	192
4.2	199
4.4	192
4.5	185
4.7	208
4.8	221
4.9	219
5.1	274
5.2	297
5.4	419
5.5	711
5.7	1248
5.8	1253
6.0	963
6.1	1135
6.3	2363
6.4	3296
6.6	3450
6.7	3754
6.9	5948
7.0	7437
7.2	5071
7.3	1991
7.5	836
7.6	805
7.8	908
7.9	810
8.1	680
8.2	585
8.4	263
8.5	99
8.6	59
8.8	69
8.9	111
9.1	98
9.2	47
9.4	35
9.5	17
9.7	27
9.8	52
10.0	28
10.1	25
10.3	28
10.4	33
10.6	38
10.7	26
10.9	19
11.0	15
11.2	28
11.3	29
11.5	31
11.6	25
11.8	16
11.9	23
12.1	14
12.2	14
12.3	12
12.5	19
12.6	12
12.8	17
12.9	19
13.1	17
13.2	13
13.4	9
13.5	11
13.7	13
13.8	15
14.0	5
14.1	11
14.3	12
14.4	11
14.6	16
14.7	11
14.9	15
15.0	17
15.2	17
15.3	11
15.5	40
15.6	97
15.7	154
15.9	164
16.0	131
16.2	56
16.3	36
16.5	35
16.6	45
16.8	36
16.9	40
17.1	55
17.2	96
17.4	150
17.5	173
17.7	153
17.8	84
18.0	43
18.1	16
18.3	4
18.4	1
18.6	4
18.7	4
18.9	4
19.0	1
19.2	4
19.3	4
19.4	6
19.6	5
19.7	6
19.9	5
20.0	5
20.2	3
20.3	2
20.5	6
20.6	3
20.8	1
20.9	3
21.1	6
21.2	2
21.4	4
21.5	4
21.7	3
21.8	7
22.0	10
22.1	5
22.3	3
22.4	5
22.6	7
22.7	6
22.8	2
23.0	3
23.1	4
23.3	2
23.4	4
23.6	4
23.7	4
23.9	2
24.0	6
24.2	3
24.3	3
24.5	4
24.6	5
24.8	3
24.9	5
25.1	1
25.2	4
25.4	4
25.5	2
25.7	3
25.8	5
26.0	5
26.1	6
26.3	2
26.4	4
26.5	3
26.7	3
26.8	3
27.0	4
27.1	1
27.3	1
27.4	3
27.6	4
27.7	8
27.9	2
28.0	0
28.2	1
28.3	6
28.5	2
28.6	3
28.8	0
28.9	4
29.1	0
29.2	3
29.4	2
29.5	2
29.7	2
29.8	2
29.9	3
30.1	2
30.2	1
30.4	0
30.5	2
30.7	2
30.8	0
31.0	3
31.1	3
31.3	0
31.4	2
31.6	0
31.7	1
31.9	1
32.0	1
32.2	0
32.3	1
32.5	0
32.6	3
32.8	3
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	1
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	12
