E_B#6 / keV	N_B#6
0.1	306
0.2	11
0.4	3
0.5	0
0.7	0
0.8	0
1.0	2
1.1	0
1.3	0
1.4	0
1.5	1
1.7	5
1.8	17
2.0	99
2.1	321
2.3	590
2.4	926
2.6	1121
2.7	1211
2.9	1199
3.0	1205
3.2	1215
3.3	1300
3.5	1364
3.6	1344
3.8	1380
3.9	1483
4.1	1522
4.2	1445
4.4	1501
4.5	1616
4.7	1621
4.8	1691
4.9	1748
5.1	1911
5.2	2111
5.4	2610
5.5	4706
5.7	8057
5.8	8285
6.0	6382
6.1	7686
6.3	14797
6.4	20913
6.6	22174
6.7	24356
6.9	38572
7.0	46509
7.2	32698
7.3	14276
7.5	5911
7.6	5341
7.8	6096
7.9	5355
8.1	5108
8.2	3780
8.4	1885
8.5	639
8.6	368
8.8	529
8.9	669
9.1	605
9.2	354
9.4	189
9.5	162
9.7	189
9.8	213
10.0	170
10.1	162
10.3	161
10.4	169
10.6	163
10.7	175
10.9	162
11.0	118
11.2	119
11.3	135
11.5	138
11.6	116
11.8	112
11.9	93
12.1	65
12.2	78
12.3	62
12.5	68
12.6	56
12.8	46
12.9	56
13.1	86
13.2	53
13.4	74
13.5	79
13.7	70
13.8	54
14.0	83
14.1	74
14.3	61
14.4	73
14.6	64
14.7	67
14.9	85
15.0	77
15.2	66
15.3	100
15.5	198
15.6	539
15.7	975
15.9	1015
16.0	751
16.2	381
16.3	170
16.5	206
16.6	212
16.8	201
16.9	193
17.1	195
17.2	234
17.4	394
17.5	476
17.7	466
17.8	299
18.0	151
18.1	68
18.3	30
18.4	17
18.6	33
18.7	33
18.9	25
19.0	9
19.2	12
19.3	17
19.4	17
19.6	23
19.7	18
19.9	13
20.0	13
20.2	20
20.3	13
20.5	13
20.6	14
20.8	15
20.9	10
21.1	11
21.2	13
21.4	17
21.5	12
21.7	20
21.8	26
22.0	16
22.1	20
22.3	14
22.4	19
22.6	14
22.7	10
22.8	9
23.0	13
23.1	14
23.3	8
23.4	13
23.6	13
23.7	8
23.9	11
24.0	9
24.2	17
24.3	11
24.5	11
24.6	12
24.8	8
24.9	10
25.1	12
25.2	7
25.4	16
25.5	14
25.7	7
25.8	14
26.0	11
26.1	14
26.3	5
26.4	9
26.5	8
26.7	10
26.8	9
27.0	9
27.1	8
27.3	6
27.4	10
27.6	8
27.7	13
27.9	10
28.0	5
28.2	14
28.3	11
28.5	7
28.6	6
28.8	7
28.9	6
29.1	6
29.2	6
29.4	5
29.5	7
29.7	3
29.8	11
29.9	4
30.1	2
30.2	4
30.4	4
30.5	2
30.7	5
30.8	1
31.0	5
31.1	6
31.3	4
31.4	2
31.6	1
31.7	3
31.9	3
32.0	1
32.2	1
32.3	1
32.5	2
32.6	0
32.8	3
32.9	0
33.1	0
33.2	1
33.4	1
33.5	1
33.6	0
33.8	0
33.9	1
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	98
