E_B#19 / keV	N_B#19
0.1	6
0.2	1
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	1
2.0	3
2.1	12
2.3	11
2.4	34
2.6	28
2.7	33
2.9	27
3.0	31
3.2	27
3.3	27
3.5	40
3.6	23
3.8	26
3.9	40
4.1	26
4.2	31
4.4	20
4.5	19
4.7	31
4.8	36
4.9	30
5.1	34
5.2	26
5.4	28
5.5	32
5.7	35
5.8	22
6.0	26
6.1	35
6.3	40
6.4	53
6.6	46
6.7	42
6.9	53
7.0	36
7.2	41
7.3	59
7.5	65
7.6	65
7.8	65
7.9	30
8.1	35
8.2	45
8.4	41
8.5	35
8.6	35
8.8	40
8.9	31
9.1	38
9.2	32
9.4	44
9.5	82
9.7	126
9.8	141
10.0	106
10.1	57
10.3	44
10.4	35
10.6	37
10.7	25
10.9	35
11.0	41
11.2	42
11.3	74
11.5	99
11.6	135
11.8	86
11.9	60
12.1	61
12.2	52
12.3	49
12.5	50
12.6	60
12.8	58
12.9	70
13.1	68
13.2	74
13.4	90
13.5	95
13.7	98
13.8	107
14.0	123
14.1	102
14.3	112
14.4	124
14.6	132
14.7	139
14.9	147
15.0	175
15.2	157
15.3	181
15.5	200
15.6	188
15.7	236
15.9	232
16.0	207
16.2	273
16.3	224
16.5	227
16.6	257
16.8	275
16.9	344
17.1	502
17.2	856
17.4	1174
17.5	1223
17.7	864
17.8	413
18.0	195
18.1	69
18.3	30
18.4	27
18.6	16
18.7	20
18.9	29
19.0	32
19.2	33
19.3	47
19.4	47
19.6	54
19.7	53
19.9	50
20.0	36
20.2	23
20.3	34
20.5	25
20.6	22
20.8	36
20.9	23
21.1	37
21.2	38
21.4	31
21.5	37
21.7	31
21.8	39
22.0	45
22.1	37
22.3	43
22.4	31
22.6	21
22.7	29
22.8	36
23.0	45
23.1	38
23.3	27
23.4	27
23.6	25
23.7	31
23.9	27
24.0	28
24.2	25
24.3	37
24.5	41
24.6	24
24.8	30
24.9	21
25.1	13
25.2	24
25.4	12
25.5	18
25.7	26
25.8	20
26.0	16
26.1	15
26.3	12
26.4	16
26.5	12
26.7	19
26.8	11
27.0	13
27.1	14
27.3	9
27.4	10
27.6	12
27.7	9
27.9	5
28.0	2
28.2	7
28.3	3
28.5	4
28.6	3
28.8	3
28.9	0
29.1	1
29.2	2
29.4	0
29.5	0
29.7	0
29.8	0
29.9	0
30.1	0
30.2	0
30.4	1
30.5	0
30.7	0
30.8	0
31.0	0
31.1	0
31.3	0
31.4	0
31.6	1
31.7	1
31.9	0
32.0	0
32.2	0
32.3	0
32.5	2
32.6	1
32.8	0
32.9	0
33.1	1
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	14
