E_B#18 / keV	N_B#18
0.1	9
0.2	1
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	1
2.0	3
2.1	7
2.3	15
2.4	19
2.6	38
2.7	21
2.9	22
3.0	27
3.2	29
3.3	29
3.5	20
3.6	20
3.8	19
3.9	21
4.1	27
4.2	23
4.4	16
4.5	23
4.7	20
4.8	23
4.9	29
5.1	27
5.2	33
5.4	20
5.5	31
5.7	16
5.8	24
6.0	26
6.1	20
6.3	35
6.4	40
6.6	55
6.7	44
6.9	30
7.0	31
7.2	30
7.3	50
7.5	57
7.6	63
7.8	47
7.9	46
8.1	33
8.2	30
8.4	30
8.5	39
8.6	30
8.8	37
8.9	30
9.1	21
9.2	23
9.4	37
9.5	63
9.7	104
9.8	108
10.0	90
10.1	43
10.3	33
10.4	26
10.6	32
10.7	17
10.9	35
11.0	27
11.2	38
11.3	49
11.5	75
11.6	96
11.8	75
11.9	80
12.1	57
12.2	38
12.3	46
12.5	46
12.6	57
12.8	55
12.9	62
13.1	63
13.2	82
13.4	92
13.5	71
13.7	86
13.8	96
14.0	96
14.1	105
14.3	108
14.4	115
14.6	114
14.7	115
14.9	144
15.0	133
15.2	156
15.3	161
15.5	160
15.6	155
15.7	183
15.9	185
16.0	204
16.2	224
16.3	200
16.5	220
16.6	247
16.8	258
16.9	388
17.1	573
17.2	889
17.4	1027
17.5	949
17.7	592
17.8	289
18.0	125
18.1	54
18.3	34
18.4	26
18.6	19
18.7	25
18.9	24
19.0	29
19.2	32
19.3	34
19.4	42
19.6	52
19.7	52
19.9	38
20.0	29
20.2	31
20.3	25
20.5	18
20.6	24
20.8	18
20.9	27
21.1	33
21.2	32
21.4	23
21.5	23
21.7	33
21.8	31
22.0	33
22.1	36
22.3	34
22.4	29
22.6	31
22.7	25
22.8	33
23.0	37
23.1	36
23.3	33
23.4	27
23.6	27
23.7	24
23.9	25
24.0	27
24.2	23
24.3	31
24.5	23
24.6	22
24.8	17
24.9	31
25.1	27
25.2	19
25.4	22
25.5	18
25.7	12
25.8	19
26.0	16
26.1	19
26.3	12
26.4	18
26.5	14
26.7	8
26.8	12
27.0	18
27.1	12
27.3	6
27.4	9
27.6	7
27.7	7
27.9	10
28.0	1
28.2	1
28.3	0
28.5	0
28.6	4
28.8	0
28.9	1
29.1	0
29.2	1
29.4	1
29.5	0
29.7	0
29.8	0
29.9	0
30.1	0
30.2	0
30.4	0
30.5	0
30.7	0
30.8	0
31.0	0
31.1	0
31.3	0
31.4	0
31.6	0
31.7	0
31.9	0
32.0	0
32.2	0
32.3	0
32.5	0
32.6	0
32.8	1
32.9	1
33.1	0
33.2	1
33.4	1
33.5	1
33.6	1
33.8	1
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	13
