E_B#15 / keV	N_B#15
0.1	4
0.2	1
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	1
2.1	11
2.3	15
2.4	23
2.6	30
2.7	20
2.9	15
3.0	14
3.2	23
3.3	26
3.5	21
3.6	17
3.8	21
3.9	21
4.1	22
4.2	22
4.4	25
4.5	19
4.7	27
4.8	26
4.9	25
5.1	27
5.2	26
5.4	24
5.5	19
5.7	18
5.8	30
6.0	25
6.1	26
6.3	33
6.4	39
6.6	37
6.7	39
6.9	26
7.0	47
7.2	33
7.3	40
7.5	42
7.6	46
7.8	38
7.9	29
8.1	14
8.2	38
8.4	32
8.5	28
8.6	29
8.8	22
8.9	25
9.1	17
9.2	21
9.4	31
9.5	42
9.7	80
9.8	88
10.0	60
10.1	35
10.3	30
10.4	23
10.6	24
10.7	16
10.9	27
11.0	27
11.2	31
11.3	57
11.5	58
11.6	72
11.8	74
11.9	44
12.1	44
12.2	39
12.3	43
12.5	42
12.6	33
12.8	46
12.9	53
13.1	57
13.2	44
13.4	56
13.5	81
13.7	77
13.8	70
14.0	74
14.1	76
14.3	84
14.4	92
14.6	111
14.7	98
14.9	115
15.0	128
15.2	131
15.3	132
15.5	154
15.6	142
15.7	152
15.9	157
16.0	165
16.2	169
16.3	182
16.5	219
16.6	234
16.8	318
16.9	522
17.1	665
17.2	691
17.4	622
17.5	443
17.7	281
17.8	149
18.0	70
18.1	45
18.3	30
18.4	20
18.6	16
18.7	23
18.9	23
19.0	27
19.2	30
19.3	39
19.4	36
19.6	36
19.7	30
19.9	24
20.0	23
20.2	24
20.3	17
20.5	26
20.6	17
20.8	23
20.9	19
21.1	30
21.2	19
21.4	22
21.5	26
21.7	23
21.8	26
22.0	23
22.1	29
22.3	21
22.4	23
22.6	23
22.7	24
22.8	15
23.0	24
23.1	26
23.3	21
23.4	17
23.6	19
23.7	19
23.9	23
24.0	21
24.2	19
24.3	18
24.5	22
24.6	18
24.8	18
24.9	12
25.1	21
25.2	12
25.4	13
25.5	13
25.7	9
25.8	7
26.0	8
26.1	12
26.3	10
26.4	11
26.5	15
26.7	6
26.8	3
27.0	6
27.1	4
27.3	4
27.4	3
27.6	7
27.7	1
27.9	2
28.0	0
28.2	2
28.3	1
28.5	0
28.6	1
28.8	0
28.9	1
29.1	0
29.2	0
29.4	1
29.5	0
29.7	1
29.8	0
29.9	0
30.1	0
30.2	1
30.4	0
30.5	0
30.7	0
30.8	0
31.0	0
31.1	0
31.3	0
31.4	0
31.6	1
31.7	0
31.9	1
32.0	0
32.2	0
32.3	0
32.5	0
32.6	1
32.8	0
32.9	0
33.1	0
33.2	1
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	13
