E_B#8 / keV	N_B#8
0.1	7
0.2	3
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	3
2.1	10
2.3	26
2.4	44
2.6	37
2.7	36
2.9	35
3.0	31
3.2	41
3.3	39
3.5	33
3.6	18
3.8	34
3.9	30
4.1	45
4.2	25
4.4	42
4.5	34
4.7	36
4.8	30
4.9	30
5.1	38
5.2	28
5.4	30
5.5	37
5.7	40
5.8	46
6.0	26
6.1	40
6.3	44
6.4	57
6.6	61
6.7	56
6.9	45
7.0	51
7.2	50
7.3	52
7.5	80
7.6	78
7.8	60
7.9	48
8.1	33
8.2	44
8.4	41
8.5	49
8.6	46
8.8	47
8.9	40
9.1	36
9.2	33
9.4	41
9.5	68
9.7	117
9.8	141
10.0	102
10.1	51
10.3	50
10.4	41
10.6	39
10.7	36
10.9	32
11.0	38
11.2	57
11.3	64
11.5	74
11.6	114
11.8	115
11.9	96
12.1	66
12.2	72
12.3	74
12.5	73
12.6	79
12.8	80
12.9	84
13.1	91
13.2	93
13.4	100
13.5	120
13.7	115
13.8	119
14.0	146
14.1	153
14.3	151
14.4	161
14.6	201
14.7	173
14.9	188
15.0	179
15.2	188
15.3	231
15.5	223
15.6	255
15.7	279
15.9	312
16.0	378
16.2	519
16.3	705
16.5	941
16.6	901
16.8	763
16.9	561
17.1	310
17.2	199
17.4	214
17.5	210
17.7	178
17.8	100
18.0	60
18.1	48
18.3	47
18.4	62
18.6	46
18.7	51
18.9	38
19.0	41
19.2	32
19.3	28
19.4	31
19.6	41
19.7	32
19.9	43
20.0	42
20.2	26
20.3	36
20.5	37
20.6	37
20.8	45
20.9	37
21.1	32
21.2	44
21.4	35
21.5	42
21.7	41
21.8	31
22.0	45
22.1	27
22.3	39
22.4	40
22.6	36
22.7	29
22.8	28
23.0	41
23.1	28
23.3	28
23.4	39
23.6	25
23.7	25
23.9	28
24.0	23
24.2	23
24.3	33
24.5	24
24.6	17
24.8	22
24.9	16
25.1	29
25.2	17
25.4	14
25.5	14
25.7	10
25.8	11
26.0	8
26.1	7
26.3	6
26.4	5
26.5	4
26.7	2
26.8	5
27.0	0
27.1	1
27.3	1
27.4	0
27.6	1
27.7	1
27.9	0
28.0	4
28.2	1
28.3	0
28.5	0
28.6	1
28.8	0
28.9	0
29.1	1
29.2	0
29.4	0
29.5	0
29.7	0
29.8	1
29.9	0
30.1	1
30.2	0
30.4	0
30.5	0
30.7	0
30.8	1
31.0	0
31.1	0
31.3	0
31.4	0
31.6	0
31.7	0
31.9	0
32.0	1
32.2	1
32.3	0
32.5	0
32.6	0
32.8	0
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	10
