E_B#14 / keV	N_B#14
0.1	4
0.2	1
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	2
2.1	8
2.3	10
2.4	13
2.6	25
2.7	21
2.9	25
3.0	21
3.2	22
3.3	18
3.5	30
3.6	22
3.8	21
3.9	23
4.1	20
4.2	21
4.4	18
4.5	27
4.7	16
4.8	19
4.9	19
5.1	18
5.2	22
5.4	21
5.5	21
5.7	25
5.8	26
6.0	23
6.1	24
6.3	34
6.4	32
6.6	37
6.7	43
6.9	28
7.0	28
7.2	41
7.3	34
7.5	51
7.6	61
7.8	42
7.9	25
8.1	28
8.2	31
8.4	29
8.5	31
8.6	17
8.8	18
8.9	18
9.1	22
9.2	20
9.4	22
9.5	34
9.7	59
9.8	91
10.0	60
10.1	43
10.3	32
10.4	15
10.6	24
10.7	25
10.9	20
11.0	29
11.2	32
11.3	53
11.5	65
11.6	71
11.8	83
11.9	35
12.1	39
12.2	37
12.3	40
12.5	53
12.6	37
12.8	39
12.9	55
13.1	51
13.2	59
13.4	48
13.5	71
13.7	69
13.8	64
14.0	90
14.1	77
14.3	82
14.4	73
14.6	94
14.7	104
14.9	104
15.0	101
15.2	110
15.3	125
15.5	136
15.6	116
15.7	154
15.9	133
16.0	167
16.2	169
16.3	191
16.5	222
16.6	295
16.8	404
16.9	542
17.1	633
17.2	532
17.4	422
17.5	331
17.7	225
17.8	116
18.0	49
18.1	30
18.3	16
18.4	20
18.6	20
18.7	21
18.9	25
19.0	30
19.2	32
19.3	35
19.4	27
19.6	23
19.7	25
19.9	33
20.0	21
20.2	23
20.3	11
20.5	19
20.6	20
20.8	20
20.9	15
21.1	19
21.2	23
21.4	21
21.5	16
21.7	18
21.8	23
22.0	20
22.1	21
22.3	19
22.4	20
22.6	19
22.7	30
22.8	21
23.0	18
23.1	22
23.3	13
23.4	16
23.6	18
23.7	18
23.9	18
24.0	14
24.2	16
24.3	19
24.5	17
24.6	14
24.8	14
24.9	16
25.1	8
25.2	10
25.4	18
25.5	4
25.7	6
25.8	6
26.0	7
26.1	12
26.3	8
26.4	8
26.5	2
26.7	5
26.8	4
27.0	6
27.1	2
27.3	7
27.4	1
27.6	8
27.7	2
27.9	1
28.0	0
28.2	1
28.3	0
28.5	0
28.6	1
28.8	0
28.9	1
29.1	0
29.2	1
29.4	0
29.5	0
29.7	0
29.8	0
29.9	1
30.1	0
30.2	0
30.4	0
30.5	0
30.7	0
30.8	0
31.0	0
31.1	0
31.3	0
31.4	0
31.6	0
31.7	0
31.9	0
32.0	0
32.2	0
32.3	0
32.5	0
32.6	0
32.8	0
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	11
