E_B#9 / keV	N_B#9
0.1	5
0.2	1
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	1
2.0	0
2.1	7
2.3	21
2.4	39
2.6	31
2.7	30
2.9	31
3.0	29
3.2	38
3.3	31
3.5	28
3.6	29
3.8	34
3.9	23
4.1	30
4.2	25
4.4	27
4.5	31
4.7	34
4.8	33
4.9	36
5.1	31
5.2	35
5.4	40
5.5	29
5.7	31
5.8	35
6.0	25
6.1	30
6.3	41
6.4	46
6.6	55
6.7	47
6.9	54
7.0	47
7.2	39
7.3	52
7.5	56
7.6	57
7.8	49
7.9	43
8.1	38
8.2	38
8.4	25
8.5	36
8.6	34
8.8	43
8.9	26
9.1	34
9.2	38
9.4	37
9.5	69
9.7	90
9.8	116
10.0	81
10.1	36
10.3	43
10.4	32
10.6	42
10.7	40
10.9	29
11.0	40
11.2	36
11.3	73
11.5	81
11.6	93
11.8	99
11.9	78
12.1	56
12.2	63
12.3	54
12.5	73
12.6	68
12.8	74
12.9	65
13.1	68
13.2	102
13.4	78
13.5	111
13.7	118
13.8	98
14.0	116
14.1	121
14.3	116
14.4	145
14.6	146
14.7	132
14.9	180
15.0	183
15.2	186
15.3	184
15.5	197
15.6	202
15.7	211
15.9	275
16.0	304
16.2	377
16.3	548
16.5	784
16.6	814
16.8	743
16.9	609
17.1	349
17.2	212
17.4	176
17.5	196
17.7	140
17.8	115
18.0	61
18.1	31
18.3	37
18.4	56
18.6	36
18.7	53
18.9	30
19.0	33
19.2	35
19.3	19
19.4	40
19.6	21
19.7	33
19.9	34
20.0	29
20.2	26
20.3	27
20.5	28
20.6	30
20.8	34
20.9	35
21.1	33
21.2	31
21.4	44
21.5	26
21.7	28
21.8	31
22.0	40
22.1	41
22.3	30
22.4	27
22.6	32
22.7	30
22.8	34
23.0	30
23.1	34
23.3	26
23.4	35
23.6	23
23.7	21
23.9	17
24.0	14
24.2	16
24.3	22
24.5	22
24.6	28
24.8	23
24.9	17
25.1	15
25.2	13
25.4	10
25.5	12
25.7	8
25.8	9
26.0	13
26.1	11
26.3	6
26.4	9
26.5	9
26.7	6
26.8	7
27.0	2
27.1	3
27.3	2
27.4	3
27.6	0
27.7	1
27.9	0
28.0	0
28.2	0
28.3	0
28.5	0
28.6	0
28.8	0
28.9	0
29.1	1
29.2	0
29.4	0
29.5	0
29.7	0
29.8	1
29.9	0
30.1	0
30.2	0
30.4	0
30.5	1
30.7	0
30.8	0
31.0	0
31.1	0
31.3	0
31.4	0
31.6	0
31.7	1
31.9	0
32.0	0
32.2	0
32.3	0
32.5	0
32.6	0
32.8	0
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	10
