E_B#14 / keV	N_B#14
0.1	0
0.2	2
0.4	2
0.5	0
0.7	0
0.8	0
1.0	1
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	0
2.1	0
2.3	3
2.4	3
2.6	3
2.7	0
2.9	3
3.0	2
3.2	1
3.3	4
3.5	4
3.6	0
3.8	3
3.9	2
4.1	4
4.2	1
4.4	1
4.5	3
4.7	1
4.8	3
4.9	0
5.1	3
5.2	1
5.4	3
5.5	1
5.7	1
5.8	2
6.0	3
6.1	2
6.3	0
6.4	3
6.6	2
6.7	4
6.9	6
7.0	5
7.2	1
7.3	3
7.5	7
7.6	6
7.8	8
7.9	0
8.1	1
8.2	3
8.4	6
8.5	5
8.6	4
8.8	3
8.9	4
9.1	0
9.2	6
9.4	5
9.5	1
9.7	14
9.8	16
10.0	13
10.1	10
10.3	2
10.4	1
10.6	5
10.7	2
10.9	0
11.0	2
11.2	2
11.3	9
11.5	11
11.6	11
11.8	8
11.9	3
12.1	3
12.2	2
12.3	1
12.5	6
12.6	1
12.8	5
12.9	2
13.1	3
13.2	4
13.4	4
13.5	4
13.7	5
13.8	2
14.0	3
14.1	1
14.3	2
14.4	5
14.6	4
14.7	1
14.9	5
15.0	5
15.2	4
15.3	2
15.5	5
15.6	8
15.7	16
15.9	15
16.0	17
16.2	14
16.3	9
16.5	6
16.6	9
16.8	9
16.9	21
17.1	22
17.2	76
17.4	162
17.5	193
17.7	166
17.8	83
18.0	22
18.1	10
18.3	3
18.4	3
18.6	3
18.7	3
18.9	2
19.0	3
19.2	2
19.3	3
19.4	3
19.6	12
19.7	6
19.9	5
20.0	3
20.2	0
20.3	1
20.5	0
20.6	0
20.8	0
20.9	1
21.1	0
21.2	0
21.4	0
21.5	0
21.7	0
21.8	1
22.0	1
22.1	0
22.3	0
22.4	0
22.6	0
22.7	0
22.8	0
23.0	0
23.1	0
23.3	1
23.4	1
23.6	1
23.7	2
23.9	0
24.0	0
24.2	0
24.3	0
24.5	0
24.6	1
24.8	0
24.9	1
25.1	1
25.2	1
25.4	1
25.5	1
25.7	1
25.8	1
26.0	0
26.1	2
26.3	0
26.4	0
26.5	1
26.7	0
26.8	0
27.0	1
27.1	0
27.3	1
27.4	0
27.6	1
27.7	0
27.9	2
28.0	1
28.2	2
28.3	1
28.5	2
28.6	0
28.8	2
28.9	0
29.1	1
29.2	0
29.4	1
29.5	0
29.7	1
29.8	3
29.9	1
30.1	0
30.2	3
30.4	2
30.5	1
30.7	0
30.8	1
31.0	1
31.1	1
31.3	3
31.4	2
31.6	3
31.7	2
31.9	0
32.0	1
32.2	2
32.3	0
32.5	2
32.6	0
32.8	1
32.9	0
33.1	0
33.2	0
33.4	1
33.5	0
33.6	0
33.8	0
33.9	0
34.1	1
34.2	1
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	10
