E_B#13 / keV	N_B#13
0.1	0
0.2	0
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	0
2.1	1
2.3	0
2.4	3
2.6	0
2.7	0
2.9	3
3.0	2
3.2	1
3.3	1
3.5	2
3.6	2
3.8	1
3.9	2
4.1	0
4.2	1
4.4	1
4.5	3
4.7	0
4.8	1
4.9	2
5.1	3
5.2	1
5.4	0
5.5	3
5.7	0
5.8	1
6.0	2
6.1	2
6.3	1
6.4	3
6.6	3
6.7	1
6.9	1
7.0	2
7.2	1
7.3	3
7.5	2
7.6	4
7.8	1
7.9	0
8.1	3
8.2	3
8.4	1
8.5	2
8.6	0
8.8	5
8.9	2
9.1	2
9.2	0
9.4	3
9.5	2
9.7	3
9.8	10
10.0	4
10.1	3
10.3	5
10.4	3
10.6	0
10.7	2
10.9	1
11.0	4
11.2	3
11.3	2
11.5	7
11.6	4
11.8	7
11.9	5
12.1	2
12.2	2
12.3	1
12.5	3
12.6	0
12.8	2
12.9	3
13.1	3
13.2	0
13.4	7
13.5	2
13.7	5
13.8	3
14.0	2
14.1	4
14.3	1
14.4	3
14.6	3
14.7	4
14.9	2
15.0	7
15.2	5
15.3	5
15.5	13
15.6	13
15.7	34
15.9	36
16.0	27
16.2	20
16.3	27
16.5	34
16.6	24
16.8	24
16.9	14
17.1	15
17.2	22
17.4	30
17.5	50
17.7	56
17.8	29
18.0	17
18.1	10
18.3	3
18.4	1
18.6	3
18.7	4
18.9	2
19.0	2
19.2	1
19.3	2
19.4	3
19.6	6
19.7	0
19.9	4
20.0	2
20.2	0
20.3	0
20.5	0
20.6	0
20.8	0
20.9	0
21.1	0
21.2	0
21.4	0
21.5	0
21.7	0
21.8	0
22.0	0
22.1	0
22.3	1
22.4	0
22.6	0
22.7	0
22.8	0
23.0	0
23.1	0
23.3	0
23.4	1
23.6	1
23.7	0
23.9	0
24.0	0
24.2	0
24.3	0
24.5	1
24.6	0
24.8	0
24.9	0
25.1	2
25.2	0
25.4	1
25.5	1
25.7	1
25.8	0
26.0	0
26.1	0
26.3	1
26.4	0
26.5	0
26.7	0
26.8	0
27.0	0
27.1	0
27.3	0
27.4	0
27.6	0
27.7	1
27.9	0
28.0	0
28.2	0
28.3	0
28.5	0
28.6	0
28.8	1
28.9	2
29.1	0
29.2	0
29.4	0
29.5	0
29.7	0
29.8	0
29.9	1
30.1	0
30.2	0
30.4	0
30.5	0
30.7	0
30.8	0
31.0	0
31.1	0
31.3	0
31.4	0
31.6	0
31.7	0
31.9	0
32.0	1
32.2	0
32.3	0
32.5	0
32.6	0
32.8	0
32.9	0
33.1	1
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	5
