E_B#15 / keV	N_B#15
0.1	0
0.2	0
0.4	1
0.5	0
0.7	0
0.8	1
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	0
2.1	0
2.3	1
2.4	1
2.6	0
2.7	3
2.9	0
3.0	1
3.2	3
3.3	0
3.5	0
3.6	1
3.8	1
3.9	2
4.1	3
4.2	0
4.4	0
4.5	0
4.7	2
4.8	1
4.9	3
5.1	0
5.2	1
5.4	1
5.5	3
5.7	2
5.8	2
6.0	0
6.1	2
6.3	1
6.4	2
6.6	2
6.7	4
6.9	4
7.0	3
7.2	3
7.3	3
7.5	2
7.6	1
7.8	1
7.9	1
8.1	3
8.2	1
8.4	0
8.5	1
8.6	2
8.8	1
8.9	2
9.1	0
9.2	1
9.4	3
9.5	1
9.7	4
9.8	5
10.0	1
10.1	0
10.3	1
10.4	4
10.6	1
10.7	1
10.9	0
11.0	0
11.2	2
11.3	1
11.5	7
11.6	2
11.8	6
11.9	2
12.1	1
12.2	3
12.3	2
12.5	0
12.6	1
12.8	0
12.9	0
13.1	2
13.2	1
13.4	1
13.5	1
13.7	3
13.8	1
14.0	1
14.1	3
14.3	1
14.4	2
14.6	2
14.7	1
14.9	2
15.0	7
15.2	3
15.3	4
15.5	8
15.6	23
15.7	44
15.9	22
16.0	20
16.2	13
16.3	8
16.5	16
16.6	14
16.8	14
16.9	15
17.1	17
17.2	12
17.4	29
17.5	38
17.7	25
17.8	15
18.0	7
18.1	6
18.3	3
18.4	0
18.6	3
18.7	4
18.9	4
19.0	1
19.2	4
19.3	0
19.4	3
19.6	3
19.7	1
19.9	0
20.0	0
20.2	0
20.3	0
20.5	1
20.6	1
20.8	0
20.9	0
21.1	0
21.2	0
21.4	0
21.5	0
21.7	1
21.8	0
22.0	1
22.1	1
22.3	0
22.4	0
22.6	0
22.7	0
22.8	0
23.0	0
23.1	0
23.3	0
23.4	0
23.6	0
23.7	0
23.9	0
24.0	0
24.2	0
24.3	1
24.5	0
24.6	0
24.8	2
24.9	1
25.1	0
25.2	1
25.4	0
25.5	1
25.7	1
25.8	0
26.0	0
26.1	0
26.3	1
26.4	0
26.5	0
26.7	1
26.8	1
27.0	0
27.1	1
27.3	0
27.4	0
27.6	0
27.7	1
27.9	0
28.0	0
28.2	1
28.3	1
28.5	0
28.6	1
28.8	0
28.9	0
29.1	0
29.2	0
29.4	0
29.5	1
29.7	0
29.8	1
29.9	0
30.1	0
30.2	1
30.4	0
30.5	0
30.7	0
30.8	0
31.0	1
31.1	1
31.3	1
31.4	0
31.6	0
31.7	1
31.9	0
32.0	1
32.2	0
32.3	0
32.5	0
32.6	0
32.8	0
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	1
37.3	0
37.5	0
37.6	0
37.8	2
