E_B#15 / keV	N_B#15
0.1	1
0.2	0
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	1
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	0
2.1	0
2.3	2
2.4	5
2.6	0
2.7	3
2.9	0
3.0	4
3.2	2
3.3	0
3.5	1
3.6	2
3.8	3
3.9	3
4.1	1
4.2	2
4.4	3
4.5	3
4.7	1
4.8	5
4.9	5
5.1	2
5.2	4
5.4	3
5.5	2
5.7	1
5.8	0
6.0	1
6.1	0
6.3	0
6.4	2
6.6	6
6.7	5
6.9	3
7.0	3
7.2	2
7.3	1
7.5	2
7.6	7
7.8	4
7.9	2
8.1	1
8.2	2
8.4	6
8.5	2
8.6	4
8.8	1
8.9	3
9.1	2
9.2	3
9.4	2
9.5	2
9.7	3
9.8	13
10.0	6
10.1	5
10.3	0
10.4	2
10.6	1
10.7	3
10.9	0
11.0	4
11.2	3
11.3	2
11.5	5
11.6	8
11.8	8
11.9	5
12.1	1
12.2	0
12.3	4
12.5	3
12.6	1
12.8	3
12.9	1
13.1	3
13.2	2
13.4	1
13.5	1
13.7	2
13.8	3
14.0	2
14.1	4
14.3	1
14.4	3
14.6	2
14.7	6
14.9	4
15.0	2
15.2	4
15.3	5
15.5	7
15.6	10
15.7	18
15.9	25
16.0	13
16.2	8
16.3	3
16.5	10
16.6	17
16.8	15
16.9	27
17.1	44
17.2	51
17.4	73
17.5	81
17.7	71
17.8	39
18.0	15
18.1	4
18.3	3
18.4	2
18.6	1
18.7	2
18.9	3
19.0	4
19.2	2
19.3	6
19.4	7
19.6	10
19.7	3
19.9	1
20.0	4
20.2	0
20.3	0
20.5	0
20.6	0
20.8	0
20.9	0
21.1	0
21.2	0
21.4	0
21.5	0
21.7	0
21.8	0
22.0	0
22.1	2
22.3	0
22.4	0
22.6	0
22.7	0
22.8	0
23.0	0
23.1	0
23.3	0
23.4	0
23.6	0
23.7	0
23.9	1
24.0	0
24.2	0
24.3	0
24.5	0
24.6	1
24.8	2
24.9	0
25.1	0
25.2	0
25.4	1
25.5	1
25.7	0
25.8	1
26.0	2
26.1	0
26.3	2
26.4	0
26.5	0
26.7	0
26.8	0
27.0	0
27.1	0
27.3	0
27.4	2
27.6	0
27.7	0
27.9	0
28.0	0
28.2	2
28.3	0
28.5	1
28.6	0
28.8	2
28.9	1
29.1	0
29.2	0
29.4	0
29.5	1
29.7	0
29.8	0
29.9	2
30.1	0
30.2	0
30.4	1
30.5	1
30.7	0
30.8	0
31.0	1
31.1	0
31.3	1
31.4	0
31.6	1
31.7	0
31.9	1
32.0	1
32.2	0
32.3	0
32.5	0
32.6	0
32.8	0
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	1
