30,17.48,0.045444663,2430,49.29503018
60,17.27,0.052939095,1384,37.20215048
90,16.91,0.034045227,1061,32.57299495
120,16.64,0.053931937,1349,36.72873534
150,16.49,0.059101828,2110,45.93473631
