30,17.54,0.045366869,7062,84.0357067
60,17.42,0.055106618,3035,55.09083408
90,17.18,0.082028985,1919,42.32020794
120,16.71,0.051372544,2155,39.2173431
150,16.48,0.068973049,3269,51.95190083
