E_B#13 / keV	N_B#13
0.1	2
0.2	1
0.4	2
0.5	1
0.7	0
0.8	1
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	1
2.1	0
2.3	3
2.4	7
2.6	8
2.7	7
2.9	8
3.0	8
3.2	8
3.3	6
3.5	5
3.6	4
3.8	5
3.9	8
4.1	8
4.2	5
4.4	9
4.5	5
4.7	9
4.8	8
4.9	9
5.1	9
5.2	6
5.4	10
5.5	8
5.7	11
5.8	8
6.0	13
6.1	7
6.3	15
6.4	13
6.6	17
6.7	11
6.9	15
7.0	6
7.2	15
7.3	13
7.5	15
7.6	16
7.8	13
7.9	11
8.1	6
8.2	9
8.4	9
8.5	18
8.6	11
8.8	4
8.9	8
9.1	5
9.2	14
9.4	18
9.5	29
9.7	25
9.8	31
10.0	21
10.1	13
10.3	7
10.4	8
10.6	11
10.7	5
10.9	3
11.0	8
11.2	15
11.3	16
11.5	23
11.6	30
11.8	25
11.9	25
12.1	18
12.2	11
12.3	13
12.5	12
12.6	10
12.8	17
12.9	15
13.1	9
13.2	22
13.4	25
13.5	27
13.7	22
13.8	25
14.0	31
14.1	25
14.3	26
14.4	23
14.6	29
14.7	36
14.9	24
15.0	25
15.2	37
15.3	54
15.5	45
15.6	51
15.7	45
15.9	62
16.0	68
16.2	109
16.3	147
16.5	217
16.6	245
16.8	239
16.9	161
17.1	101
17.2	62
17.4	49
17.5	41
17.7	47
17.8	27
18.0	10
18.1	10
18.3	7
18.4	13
18.6	10
18.7	11
18.9	13
19.0	9
19.2	11
19.3	5
19.4	5
19.6	3
19.7	6
19.9	7
20.0	6
20.2	10
20.3	9
20.5	11
20.6	12
20.8	4
20.9	4
21.1	7
21.2	9
21.4	9
21.5	7
21.7	11
21.8	8
22.0	8
22.1	14
22.3	9
22.4	9
22.6	8
22.7	3
22.8	7
23.0	5
23.1	9
23.3	9
23.4	6
23.6	11
23.7	6
23.9	7
24.0	7
24.2	5
24.3	11
24.5	11
24.6	11
24.8	8
24.9	9
25.1	6
25.2	10
25.4	5
25.5	7
25.7	9
25.8	6
26.0	3
26.1	5
26.3	7
26.4	9
26.5	2
26.7	3
26.8	3
27.0	4
27.1	5
27.3	5
27.4	7
27.6	4
27.7	2
27.9	5
28.0	1
28.2	3
28.3	2
28.5	2
28.6	2
28.8	1
28.9	4
29.1	2
29.2	2
29.4	1
29.5	0
29.7	1
29.8	0
29.9	0
30.1	2
30.2	0
30.4	0
30.5	1
30.7	0
30.8	0
31.0	0
31.1	1
31.3	0
31.4	0
31.6	0
31.7	0
31.9	0
32.0	0
32.2	0
32.3	0
32.5	0
32.6	0
32.8	0
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	1
35.0	0
35.1	0
35.3	0
35.4	0
35.6	1
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	8
