E_B#7 / keV	N_B#7
0.1	3
0.2	1
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	0
2.1	3
2.3	11
2.4	17
2.6	11
2.7	20
2.9	21
3.0	15
3.2	9
3.3	21
3.5	23
3.6	13
3.8	12
3.9	13
4.1	12
4.2	8
4.4	11
4.5	13
4.7	6
4.8	12
4.9	20
5.1	10
5.2	13
5.4	10
5.5	10
5.7	14
5.8	16
6.0	15
6.1	13
6.3	21
6.4	21
6.6	25
6.7	16
6.9	15
7.0	22
7.2	17
7.3	29
7.5	25
7.6	35
7.8	30
7.9	15
8.1	15
8.2	15
8.4	14
8.5	15
8.6	29
8.8	12
8.9	11
9.1	14
9.2	20
9.4	12
9.5	29
9.7	45
9.8	62
10.0	49
10.1	17
10.3	9
10.4	11
10.6	21
10.7	15
10.9	10
11.0	13
11.2	13
11.3	23
11.5	35
11.6	31
11.8	41
11.9	24
12.1	18
12.2	15
12.3	11
12.5	13
12.6	13
12.8	12
12.9	22
13.1	21
13.2	20
13.4	23
13.5	34
13.7	22
13.8	32
14.0	31
14.1	20
14.3	28
14.4	27
14.6	28
14.7	36
14.9	39
15.0	54
15.2	46
15.3	41
15.5	46
15.6	51
15.7	67
15.9	59
16.0	69
16.2	66
16.3	55
16.5	58
16.6	70
16.8	74
16.9	89
17.1	158
17.2	350
17.4	518
17.5	591
17.7	450
17.8	201
18.0	73
18.1	27
18.3	10
18.4	8
18.6	9
18.7	6
18.9	14
19.0	11
19.2	20
19.3	18
19.4	22
19.6	30
19.7	23
19.9	14
20.0	19
20.2	13
20.3	12
20.5	13
20.6	12
20.8	12
20.9	9
21.1	10
21.2	9
21.4	8
21.5	11
21.7	11
21.8	20
22.0	21
22.1	11
22.3	14
22.4	10
22.6	10
22.7	14
22.8	10
23.0	11
23.1	11
23.3	18
23.4	9
23.6	20
23.7	12
23.9	16
24.0	14
24.2	14
24.3	11
24.5	6
24.6	14
24.8	7
24.9	8
25.1	11
25.2	10
25.4	17
25.5	9
25.7	14
25.8	5
26.0	9
26.1	19
26.3	16
26.4	13
26.5	7
26.7	6
26.8	10
27.0	5
27.1	11
27.3	6
27.4	8
27.6	9
27.7	6
27.9	12
28.0	8
28.2	9
28.3	9
28.5	5
28.6	11
28.8	12
28.9	11
29.1	6
29.2	8
29.4	5
29.5	4
29.7	8
29.8	7
29.9	8
30.1	4
30.2	3
30.4	4
30.5	3
30.7	6
30.8	6
31.0	6
31.1	5
31.3	1
31.4	3
31.6	2
31.7	3
31.9	2
32.0	3
32.2	6
32.3	3
32.5	3
32.6	1
32.8	2
32.9	1
33.1	1
33.2	0
33.4	0
33.5	0
33.6	0
33.8	1
33.9	0
34.1	0
34.2	1
34.4	0
34.5	0
34.7	0
34.8	0
35.0	1
35.1	1
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	1
37.5	0
37.6	0
37.8	7
