E_B#6 / keV	N_B#6
0.1	10
0.2	1
0.4	3
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	0
2.1	6
2.3	15
2.4	18
2.6	22
2.7	31
2.9	18
3.0	23
3.2	21
3.3	31
3.5	18
3.6	29
3.8	51
3.9	78
4.1	60
4.2	31
4.4	35
4.5	25
4.7	11
4.8	18
4.9	13
5.1	18
5.2	21
5.4	28
5.5	13
5.7	20
5.8	30
6.0	16
6.1	17
6.3	31
6.4	47
6.6	47
6.7	36
6.9	35
7.0	29
7.2	29
7.3	42
7.5	31
7.6	31
7.8	30
7.9	29
8.1	27
8.2	25
8.4	16
8.5	24
8.6	23
8.8	26
8.9	15
9.1	17
9.2	14
9.4	31
9.5	29
9.7	49
9.8	64
10.0	43
10.1	23
10.3	36
10.4	38
10.6	73
10.7	66
10.9	72
11.0	21
11.2	25
11.3	36
11.5	36
11.6	58
11.8	42
11.9	42
12.1	25
12.2	26
12.3	21
12.5	21
12.6	20
12.8	28
12.9	30
13.1	13
13.2	21
13.4	37
13.5	40
13.7	39
13.8	36
14.0	48
14.1	63
14.3	71
14.4	64
14.6	53
14.7	47
14.9	34
15.0	45
15.2	36
15.3	52
15.5	55
15.6	61
15.7	69
15.9	79
16.0	72
16.2	70
16.3	81
16.5	79
16.6	101
16.8	145
16.9	224
17.1	255
17.2	268
17.4	279
17.5	280
17.7	194
17.8	104
18.0	53
18.1	25
18.3	20
18.4	11
18.6	10
18.7	16
18.9	23
19.0	16
19.2	17
19.3	17
19.4	20
19.6	17
19.7	19
19.9	16
20.0	17
20.2	19
20.3	9
20.5	17
20.6	13
20.8	13
20.9	14
21.1	15
21.2	18
21.4	11
21.5	24
21.7	17
21.8	34
22.0	37
22.1	26
22.3	21
22.4	17
22.6	15
22.7	16
22.8	20
23.0	20
23.1	24
23.3	25
23.4	23
23.6	13
23.7	22
23.9	24
24.0	27
24.2	20
24.3	17
24.5	26
24.6	24
24.8	17
24.9	23
25.1	23
25.2	30
25.4	23
25.5	15
25.7	21
25.8	30
26.0	17
26.1	20
26.3	21
26.4	18
26.5	25
26.7	21
26.8	12
27.0	20
27.1	24
27.3	16
27.4	21
27.6	26
27.7	12
27.9	19
28.0	22
28.2	15
28.3	17
28.5	19
28.6	11
28.8	8
28.9	12
29.1	14
29.2	9
29.4	8
29.5	14
29.7	8
29.8	11
29.9	9
30.1	6
30.2	12
30.4	7
30.5	9
30.7	9
30.8	11
31.0	6
31.1	9
31.3	5
31.4	4
31.6	3
31.7	0
31.9	1
32.0	2
32.2	2
32.3	0
32.5	0
32.6	3
32.8	0
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	1
34.5	0
34.7	1
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	12
