E_B#7 / keV	N_B#7
0.1	0
0.2	0
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	1
2.0	0
2.1	4
2.3	15
2.4	15
2.6	23
2.7	19
2.9	23
3.0	17
3.2	23
3.3	23
3.5	25
3.6	30
3.8	54
3.9	56
4.1	67
4.2	36
4.4	21
4.5	22
4.7	22
4.8	14
4.9	21
5.1	13
5.2	18
5.4	9
5.5	20
5.7	14
5.8	15
6.0	16
6.1	28
6.3	25
6.4	27
6.6	48
6.7	29
6.9	23
7.0	19
7.2	28
7.3	24
7.5	36
7.6	33
7.8	26
7.9	28
8.1	20
8.2	23
8.4	24
8.5	13
8.6	22
8.8	16
8.9	21
9.1	12
9.2	17
9.4	21
9.5	27
9.7	45
9.8	44
10.0	43
10.1	36
10.3	20
10.4	33
10.6	75
10.7	68
10.9	47
11.0	26
11.2	15
11.3	28
11.5	41
11.6	53
11.8	33
11.9	27
12.1	22
12.2	19
12.3	19
12.5	13
12.6	20
12.8	11
12.9	16
13.1	17
13.2	20
13.4	23
13.5	28
13.7	29
13.8	30
14.0	29
14.1	51
14.3	50
14.4	56
14.6	43
14.7	29
14.9	26
15.0	30
15.2	31
15.3	36
15.5	36
15.6	44
15.7	52
15.9	50
16.0	55
16.2	67
16.3	72
16.5	89
16.6	132
16.8	167
16.9	213
17.1	203
17.2	194
17.4	174
17.5	139
17.7	121
17.8	80
18.0	39
18.1	14
18.3	7
18.4	9
18.6	14
18.7	12
18.9	22
19.0	14
19.2	11
19.3	17
19.4	16
19.6	10
19.7	15
19.9	11
20.0	11
20.2	7
20.3	12
20.5	15
20.6	11
20.8	17
20.9	9
21.1	14
21.2	17
21.4	19
21.5	26
21.7	15
21.8	28
22.0	17
22.1	22
22.3	32
22.4	24
22.6	15
22.7	19
22.8	23
23.0	15
23.1	27
23.3	26
23.4	11
23.6	23
23.7	23
23.9	17
24.0	33
24.2	22
24.3	21
24.5	27
24.6	25
24.8	22
24.9	19
25.1	16
25.2	21
25.4	23
25.5	17
25.7	17
25.8	16
26.0	15
26.1	18
26.3	16
26.4	17
26.5	19
26.7	17
26.8	15
27.0	15
27.1	14
27.3	15
27.4	11
27.6	12
27.7	8
27.9	17
28.0	16
28.2	15
28.3	8
28.5	8
28.6	12
28.8	10
28.9	15
29.1	10
29.2	4
29.4	1
29.5	7
29.7	8
29.8	8
29.9	1
30.1	8
30.2	5
30.4	2
30.5	2
30.7	3
30.8	2
31.0	2
31.1	2
31.3	3
31.4	0
31.6	1
31.7	1
31.9	0
32.0	0
32.2	0
32.3	0
32.5	1
32.6	0
32.8	0
32.9	0
33.1	0
33.2	0
33.4	0
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	1
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	5
