E_B#5 / keV	N_B#5
0.1	4
0.2	0
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	1
1.5	0
1.7	0
1.8	1
2.0	1
2.1	5
2.3	22
2.4	28
2.6	30
2.7	32
2.9	27
3.0	19
3.2	27
3.3	27
3.5	29
3.6	34
3.8	62
3.9	74
4.1	55
4.2	39
4.4	46
4.5	21
4.7	24
4.8	16
4.9	28
5.1	29
5.2	25
5.4	24
5.5	22
5.7	22
5.8	23
6.0	34
6.1	23
6.3	45
6.4	38
6.6	54
6.7	40
6.9	31
7.0	28
7.2	36
7.3	30
7.5	54
7.6	39
7.8	27
7.9	28
8.1	21
8.2	16
8.4	26
8.5	25
8.6	32
8.8	32
8.9	28
9.1	24
9.2	24
9.4	33
9.5	36
9.7	64
9.8	55
10.0	39
10.1	44
10.3	41
10.4	58
10.6	88
10.7	92
10.9	46
11.0	32
11.2	20
11.3	38
11.5	47
11.6	50
11.8	70
11.9	46
12.1	40
12.2	28
12.3	24
12.5	35
12.6	25
12.8	33
12.9	21
13.1	26
13.2	28
13.4	36
13.5	36
13.7	37
13.8	50
14.0	42
14.1	85
14.3	82
14.4	71
14.6	63
14.7	58
14.9	37
15.0	55
15.2	48
15.3	61
15.5	62
15.6	71
15.7	93
15.9	115
16.0	120
16.2	135
16.3	201
16.5	263
16.6	285
16.8	277
16.9	218
17.1	153
17.2	132
17.4	106
17.5	170
17.7	130
17.8	85
18.0	39
18.1	27
18.3	18
18.4	22
18.6	25
18.7	30
18.9	12
19.0	22
19.2	22
19.3	22
19.4	22
19.6	28
19.7	19
19.9	19
20.0	21
20.2	15
20.3	27
20.5	29
20.6	20
20.8	21
20.9	13
21.1	19
21.2	26
21.4	27
21.5	33
21.7	38
21.8	28
22.0	57
22.1	38
22.3	35
22.4	37
22.6	38
22.7	29
22.8	34
23.0	22
23.1	26
23.3	31
23.4	37
23.6	34
23.7	26
23.9	29
24.0	37
24.2	34
24.3	25
24.5	33
24.6	42
24.8	44
24.9	34
25.1	30
25.2	35
25.4	24
25.5	28
25.7	31
25.8	23
26.0	29
26.1	25
26.3	23
26.4	28
26.5	19
26.7	25
26.8	28
27.0	22
27.1	27
27.3	24
27.4	16
27.6	23
27.7	33
27.9	22
28.0	27
28.2	23
28.3	18
28.5	21
28.6	26
28.8	17
28.9	12
29.1	11
29.2	14
29.4	12
29.5	17
29.7	15
29.8	10
29.9	4
30.1	7
30.2	7
30.4	6
30.5	1
30.7	4
30.8	1
31.0	2
31.1	2
31.3	2
31.4	2
31.6	3
31.7	0
31.9	0
32.0	1
32.2	0
32.3	0
32.5	1
32.6	0
32.8	0
32.9	0
33.1	0
33.2	0
33.4	1
33.5	0
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	1
37.6	0
37.8	8
