E_B#6 / keV	N_B#6
0.1	238
0.2	4
0.4	5
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	3
2.1	11
2.3	15
2.4	23
2.6	24
2.7	31
2.9	28
3.0	28
3.2	35
3.3	30
3.5	22
3.6	33
3.8	59
3.9	78
4.1	62
4.2	42
4.4	37
4.5	41
4.7	19
4.8	23
4.9	28
5.1	27
5.2	26
5.4	29
5.5	25
5.7	22
5.8	21
6.0	18
6.1	32
6.3	39
6.4	39
6.6	55
6.7	48
6.9	21
7.0	39
7.2	28
7.3	41
7.5	36
7.6	46
7.8	26
7.9	25
8.1	37
8.2	32
8.4	23
8.5	24
8.6	26
8.8	24
8.9	20
9.1	25
9.2	29
9.4	31
9.5	42
9.7	61
9.8	48
10.0	30
10.1	43
10.3	38
10.4	50
10.6	86
10.7	71
10.9	63
11.0	34
11.2	40
11.3	42
11.5	61
11.6	73
11.8	58
11.9	42
12.1	40
12.2	24
12.3	28
12.5	22
12.6	28
12.8	27
12.9	29
13.1	19
13.2	37
13.4	39
13.5	43
13.7	44
13.8	44
14.0	64
14.1	64
14.3	69
14.4	77
14.6	59
14.7	61
14.9	58
15.0	56
15.2	65
15.3	66
15.5	60
15.6	79
15.7	93
15.9	105
16.0	156
16.2	189
16.3	227
16.5	294
16.6	292
16.8	269
16.9	199
17.1	127
17.2	124
17.4	122
17.5	157
17.7	117
17.8	76
18.0	51
18.1	30
18.3	28
18.4	20
18.6	25
18.7	21
18.9	25
19.0	23
19.2	21
19.3	22
19.4	19
19.6	24
19.7	30
19.9	24
20.0	14
20.2	24
20.3	22
20.5	23
20.6	22
20.8	20
20.9	20
21.1	34
21.2	24
21.4	27
21.5	32
21.7	33
21.8	45
22.0	56
22.1	38
22.3	33
22.4	41
22.6	35
22.7	42
22.8	32
23.0	27
23.1	31
23.3	28
23.4	25
23.6	36
23.7	24
23.9	32
24.0	29
24.2	36
24.3	27
24.5	45
24.6	33
24.8	27
24.9	38
25.1	36
25.2	25
25.4	31
25.5	40
25.7	28
25.8	43
26.0	31
26.1	24
26.3	33
26.4	35
26.5	27
26.7	25
26.8	23
27.0	21
27.1	17
27.3	24
27.4	13
27.6	30
27.7	25
27.9	31
28.0	14
28.2	20
28.3	24
28.5	21
28.6	15
28.8	13
28.9	13
29.1	11
29.2	8
29.4	10
29.5	12
29.7	8
29.8	5
29.9	9
30.1	9
30.2	3
30.4	1
30.5	4
30.7	5
30.8	3
31.0	0
31.1	1
31.3	3
31.4	0
31.6	2
31.7	2
31.9	1
32.0	1
32.2	0
32.3	1
32.5	1
32.6	1
32.8	1
32.9	1
33.1	0
33.2	0
33.4	0
33.5	1
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	1
37.2	0
37.3	0
37.5	0
37.6	0
37.8	10
