E_B#7 / keV	N_B#7
0.1	4
0.2	2
0.4	1
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	2
2.1	13
2.3	15
2.4	22
2.6	33
2.7	29
2.9	32
3.0	38
3.2	24
3.3	30
3.5	27
3.6	38
3.8	52
3.9	74
4.1	59
4.2	60
4.4	26
4.5	26
4.7	24
4.8	25
4.9	20
5.1	18
5.2	25
5.4	36
5.5	22
5.7	32
5.8	23
6.0	22
6.1	22
6.3	29
6.4	59
6.6	75
6.7	49
6.9	27
7.0	33
7.2	49
7.3	35
7.5	50
7.6	55
7.8	53
7.9	28
8.1	37
8.2	25
8.4	19
8.5	31
8.6	31
8.8	22
8.9	22
9.1	23
9.2	41
9.4	35
9.5	49
9.7	91
9.8	78
10.0	67
10.1	57
10.3	46
10.4	55
10.6	74
10.7	77
10.9	64
11.0	38
11.2	38
11.3	38
11.5	68
11.6	74
11.8	53
11.9	59
12.1	43
12.2	36
12.3	24
12.5	25
12.6	34
12.8	32
12.9	42
13.1	38
13.2	46
13.4	50
13.5	53
13.7	40
13.8	50
14.0	49
14.1	72
14.3	73
14.4	91
14.6	75
14.7	69
14.9	58
15.0	53
15.2	62
15.3	69
15.5	65
15.6	83
15.7	85
15.9	97
16.0	97
16.2	107
16.3	86
16.5	80
16.6	104
16.8	152
16.9	180
17.1	321
17.2	499
17.4	685
17.5	760
17.7	563
17.8	327
18.0	93
18.1	52
18.3	23
18.4	19
18.6	16
18.7	14
18.9	18
19.0	15
19.2	30
19.3	30
19.4	25
19.6	29
19.7	27
19.9	28
20.0	23
20.2	14
20.3	16
20.5	23
20.6	14
20.8	20
20.9	20
21.1	22
21.2	21
21.4	20
21.5	30
21.7	27
21.8	30
22.0	43
22.1	45
22.3	28
22.4	27
22.6	27
22.7	23
22.8	23
23.0	22
23.1	40
23.3	25
23.4	27
23.6	26
23.7	21
23.9	31
24.0	38
24.2	31
24.3	36
24.5	27
24.6	36
24.8	31
24.9	37
25.1	23
25.2	31
25.4	31
25.5	44
25.7	22
25.8	33
26.0	28
26.1	24
26.3	26
26.4	28
26.5	25
26.7	35
26.8	27
27.0	31
27.1	33
27.3	27
27.4	20
27.6	33
27.7	30
27.9	13
28.0	36
28.2	30
28.3	25
28.5	27
28.6	22
28.8	20
28.9	23
29.1	17
29.2	14
29.4	16
29.5	25
29.7	18
29.8	14
29.9	20
30.1	17
30.2	11
30.4	14
30.5	11
30.7	7
30.8	20
31.0	11
31.1	10
31.3	9
31.4	15
31.6	10
31.7	8
31.9	6
32.0	11
32.2	4
32.3	6
32.5	4
32.6	3
32.8	1
32.9	0
33.1	2
33.2	2
33.4	4
33.5	1
33.6	0
33.8	0
33.9	0
34.1	0
34.2	0
34.4	2
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	1
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	13
