E_B#6 / keV	N_B#6
0.1	1
0.2	3
0.4	0
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	0
2.0	4
2.1	9
2.3	21
2.4	22
2.6	29
2.7	34
2.9	23
3.0	42
3.2	32
3.3	37
3.5	40
3.6	40
3.8	51
3.9	65
4.1	68
4.2	40
4.4	34
4.5	32
4.7	24
4.8	19
4.9	33
5.1	26
5.2	35
5.4	27
5.5	20
5.7	39
5.8	23
6.0	32
6.1	36
6.3	36
6.4	49
6.6	55
6.7	50
6.9	40
7.0	56
7.2	40
7.3	58
7.5	48
7.6	62
7.8	55
7.9	29
8.1	33
8.2	33
8.4	32
8.5	36
8.6	24
8.8	20
8.9	21
9.1	22
9.2	30
9.4	54
9.5	46
9.7	84
9.8	111
10.0	79
10.1	56
10.3	35
10.4	59
10.6	75
10.7	85
10.9	45
11.0	37
11.2	34
11.3	62
11.5	72
11.6	77
11.8	89
11.9	70
12.1	54
12.2	38
12.3	33
12.5	30
12.6	34
12.8	34
12.9	42
13.1	44
13.2	55
13.4	56
13.5	50
13.7	58
13.8	68
14.0	58
14.1	95
14.3	104
14.4	94
14.6	85
14.7	58
14.9	78
15.0	66
15.2	81
15.3	71
15.5	81
15.6	86
15.7	109
15.9	109
16.0	109
16.2	107
16.3	100
16.5	104
16.6	114
16.8	146
16.9	194
17.1	308
17.2	524
17.4	761
17.5	853
17.7	646
17.8	343
18.0	141
18.1	45
18.3	27
18.4	16
18.6	18
18.7	14
18.9	15
19.0	12
19.2	33
19.3	32
19.4	47
19.6	56
19.7	46
19.9	41
20.0	23
20.2	22
20.3	20
20.5	22
20.6	26
20.8	19
20.9	19
21.1	23
21.2	25
21.4	31
21.5	24
21.7	51
21.8	52
22.0	62
22.1	55
22.3	47
22.4	27
22.6	35
22.7	21
22.8	34
23.0	30
23.1	28
23.3	28
23.4	30
23.6	37
23.7	26
23.9	31
24.0	39
24.2	30
24.3	31
24.5	45
24.6	25
24.8	43
24.9	34
25.1	21
25.2	38
25.4	28
25.5	25
25.7	38
25.8	28
26.0	26
26.1	21
26.3	32
26.4	30
26.5	29
26.7	28
26.8	31
27.0	30
27.1	15
27.3	30
27.4	36
27.6	28
27.7	37
27.9	32
28.0	26
28.2	26
28.3	26
28.5	24
28.6	29
28.8	17
28.9	26
29.1	17
29.2	25
29.4	21
29.5	22
29.7	19
29.8	17
29.9	22
30.1	19
30.2	13
30.4	22
30.5	14
30.7	14
30.8	16
31.0	13
31.1	9
31.3	17
31.4	12
31.6	9
31.7	15
31.9	12
32.0	7
32.2	1
32.3	3
32.5	7
32.6	3
32.8	5
32.9	2
33.1	6
33.2	1
33.4	3
33.5	1
33.6	1
33.8	0
33.9	2
34.1	0
34.2	0
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	0
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	13
