E_B#7 / keV	N_B#7
0.1	1077
0.2	95
0.4	3
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	1
2.0	4
2.1	13
2.3	32
2.4	36
2.6	32
2.7	42
2.9	41
3.0	37
3.2	38
3.3	37
3.5	36
3.6	44
3.8	55
3.9	56
4.1	66
4.2	41
4.4	30
4.5	40
4.7	32
4.8	28
4.9	26
5.1	27
5.2	18
5.4	34
5.5	31
5.7	30
5.8	35
6.0	21
6.1	37
6.3	58
6.4	70
6.6	75
6.7	60
6.9	58
7.0	43
7.2	47
7.3	60
7.5	79
7.6	73
7.8	55
7.9	43
8.1	52
8.2	31
8.4	48
8.5	52
8.6	39
8.8	32
8.9	36
9.1	35
9.2	32
9.4	47
9.5	63
9.7	130
9.8	121
10.0	109
10.1	61
10.3	28
10.4	52
10.6	69
10.7	62
10.9	56
11.0	50
11.2	45
11.3	62
11.5	113
11.6	122
11.8	103
11.9	80
12.1	62
12.2	37
12.3	37
12.5	41
12.6	52
12.8	61
12.9	59
13.1	59
13.2	73
13.4	78
13.5	89
13.7	82
13.8	82
14.0	110
14.1	113
14.3	109
14.4	126
14.6	108
14.7	99
14.9	106
15.0	104
15.2	114
15.3	127
15.5	108
15.6	129
15.7	170
15.9	143
16.0	159
16.2	150
16.3	167
16.5	162
16.6	150
16.8	191
16.9	248
17.1	393
17.2	783
17.4	1166
17.5	1297
17.7	1027
17.8	538
18.0	222
18.1	61
18.3	40
18.4	28
18.6	29
18.7	24
18.9	20
19.0	17
19.2	25
19.3	41
19.4	47
19.6	56
19.7	53
19.9	52
20.0	34
20.2	15
20.3	26
20.5	23
20.6	24
20.8	34
20.9	20
21.1	28
21.2	38
21.4	27
21.5	50
21.7	50
21.8	67
22.0	67
22.1	68
22.3	60
22.4	44
22.6	36
22.7	34
22.8	37
23.0	39
23.1	39
23.3	40
23.4	52
23.6	36
23.7	36
23.9	38
24.0	47
24.2	34
24.3	41
24.5	56
24.6	54
24.8	52
24.9	46
25.1	50
25.2	39
25.4	36
25.5	46
25.7	55
25.8	40
26.0	47
26.1	47
26.3	50
26.4	32
26.5	41
26.7	39
26.8	37
27.0	38
27.1	46
27.3	34
27.4	43
27.6	39
27.7	40
27.9	35
28.0	31
28.2	25
28.3	33
28.5	33
28.6	36
28.8	30
28.9	32
29.1	27
29.2	33
29.4	26
29.5	28
29.7	27
29.8	18
29.9	22
30.1	21
30.2	22
30.4	12
30.5	21
30.7	18
30.8	26
31.0	15
31.1	16
31.3	10
31.4	9
31.6	19
31.7	18
31.9	10
32.0	8
32.2	11
32.3	6
32.5	6
32.6	5
32.8	9
32.9	7
33.1	9
33.2	7
33.4	6
33.5	1
33.6	2
33.8	2
33.9	1
34.1	0
34.2	1
34.4	0
34.5	1
34.7	0
34.8	0
35.0	0
35.1	1
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	1
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	0
37.0	0
37.2	0
37.3	0
37.5	0
37.6	0
37.8	13
