E_B#5 / keV	N_B#5
0.1	191
0.2	4
0.4	4
0.5	0
0.7	0
0.8	0
1.0	0
1.1	0
1.3	0
1.4	0
1.5	0
1.7	0
1.8	1
2.0	4
2.1	38
2.3	62
2.4	75
2.6	98
2.7	109
2.9	109
3.0	115
3.2	125
3.3	121
3.5	116
3.6	112
3.8	103
3.9	97
4.1	94
4.2	99
4.4	109
4.5	110
4.7	118
4.8	88
4.9	107
5.1	116
5.2	101
5.4	99
5.5	100
5.7	113
5.8	98
6.0	91
6.1	122
6.3	131
6.4	132
6.6	132
6.7	111
6.9	114
7.0	113
7.2	104
7.3	135
7.5	127
7.6	127
7.8	119
7.9	111
8.1	92
8.2	108
8.4	108
8.5	110
8.6	110
8.8	91
8.9	111
9.1	85
9.2	98
9.4	110
9.5	133
9.7	141
9.8	157
10.0	129
10.1	105
10.3	88
10.4	85
10.6	81
10.7	99
10.9	92
11.0	105
11.2	80
11.3	130
11.5	136
11.6	138
11.8	141
11.9	109
12.1	98
12.2	79
12.3	94
12.5	82
12.6	82
12.8	87
12.9	85
13.1	98
13.2	72
13.4	82
13.5	86
13.7	111
13.8	80
14.0	80
14.1	78
14.3	87
14.4	94
14.6	112
14.7	116
14.9	105
15.0	109
15.2	115
15.3	147
15.5	281
15.6	546
15.7	967
15.9	1124
16.0	741
16.2	345
16.3	127
16.5	74
16.6	68
16.8	76
16.9	100
17.1	104
17.2	206
17.4	374
17.5	456
17.7	473
17.8	311
18.0	146
18.1	62
18.3	32
18.4	17
18.6	12
18.7	16
18.9	18
19.0	20
19.2	16
19.3	24
19.4	29
19.6	29
19.7	27
19.9	16
20.0	18
20.2	22
20.3	20
20.5	21
20.6	17
20.8	17
20.9	24
21.1	17
21.2	20
21.4	13
21.5	28
21.7	29
21.8	48
22.0	59
22.1	51
22.3	29
22.4	35
22.6	15
22.7	21
22.8	30
23.0	26
23.1	26
23.3	27
23.4	23
23.6	28
23.7	29
23.9	35
24.0	38
24.2	34
24.3	33
24.5	31
24.6	26
24.8	34
24.9	25
25.1	33
25.2	31
25.4	26
25.5	45
25.7	43
25.8	34
26.0	29
26.1	36
26.3	35
26.4	39
26.5	39
26.7	40
26.8	32
27.0	38
27.1	26
27.3	35
27.4	43
27.6	37
27.7	31
27.9	31
28.0	31
28.2	22
28.3	30
28.5	28
28.6	31
28.8	23
28.9	33
29.1	27
29.2	27
29.4	20
29.5	32
29.7	25
29.8	17
29.9	27
30.1	25
30.2	20
30.4	22
30.5	18
30.7	17
30.8	15
31.0	19
31.1	16
31.3	14
31.4	20
31.6	19
31.7	9
31.9	12
32.0	18
32.2	10
32.3	12
32.5	8
32.6	5
32.8	11
32.9	3
33.1	5
33.2	4
33.4	10
33.5	4
33.6	4
33.8	2
33.9	4
34.1	2
34.2	1
34.4	0
34.5	0
34.7	0
34.8	0
35.0	0
35.1	1
35.3	0
35.4	0
35.6	0
35.7	0
35.9	0
36.0	0
36.2	0
36.3	0
36.5	0
36.6	0
36.8	0
36.9	1
37.0	1
37.2	0
37.3	0
37.5	0
37.6	1
37.8	16
